X,Y,objectid,provincia,municipio,localidad,código_postal,dirección2,margen,longitud,latitud,precio_gasolina_95,precio_gasóleo_a,precio_gasóleo_b,precio_bioetanol,precio_nuevo_gasóleo_a,precio_biodiesel,f__éster_metílico,f__bioalcohol,precio_gasolina_98,precio_gas_natural_comprimido,precio_gas_natural_licuado,precio_gases_licuados_del_petr,rótulo,tipo_venta,rem_,horario,horario00,z,fecha,dirección
,,8029762,BARCELONA,GRANOLLERS,GRANOLLERS,08400,,D,2.284611,41.585917,1.249,1.149,,,1.219,,,,1.359,,,,GALP ,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA MASNOU KM. 14,8"
,,8029763,BARCELONA,GRANOLLERS,GRANOLLERS,08400,,N,2.284472,41.595389,1.299,1.199,,,1.229,,,,1.439,,,,CARREFOUR,P,dm,L-S: 08:30-21:30,L-S: 08:30-21:30,,2019-12-10T00:00:00.000Z,"Cami Ral, 74 (C.C.CHAMPION)"
,,8029764,BARCELONA,GRANOLLERS,GRANOLLERS,08400,,N,2.277222,41.603056,1.244,1.124,,,,,,,,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE JORDI CAMP (ESQ. C/SABADELL), 2"
,,8029765,BARCELONA,GRANOLLERS,GRANOLLERS,08400,,N,2.296306,41.600278,1.244,1.119,,,,,,,,,,,PETROPRIX,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE TURO D'EN BRUGUET, 2"
,,8029766,BARCELONA,GRANOLLERS,GRANOLLERS,08400,,D,2.301694,41.609556,1.239,1.139,,,,,,,,,,,BENZOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CAMI CEMENTIRI, 1"
,,8029767,BARCELONA,GUALBA,GUALBA DE BAIX,08474,,N,2.533278,41.713583,1.329,1.239,,,1.329,,,,1.479,,,,BP GUALBA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE RIERA DE GUALBA, 1"
,,8029768,BARCELONA,GUARDIOLA DE BERGUEDÀ,GUARDIOLA DE BERGUEDA,08694,,I,1.872722,42.223528,1.379,1.259,,,1.319,,,,1.494,,,,"ESTACIÓ SERRA CADI, S.L.",P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA C-16 KM. 113,5"
,,8029769,BARCELONA,GURB,GURB,08503,,D,2.193306,41.933278,1.369,1.279,,,1.339,,,,1.484,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CARRETERA C-25 (MRG.DCHO.) KM. 174,6"
,,8029770,BARCELONA,GURB,GURB,08503,,I,2.194306,41.93425,1.369,1.279,,,1.339,,,,1.484,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CARRETERA C-25 (MRG.IZDO.) KM. 174,6"
,,8029771,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08901,,N,2.107944,41.358306,1.199,1.099,,,,1.069,,,1.269,,,,TAMOIL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA FABREGADA, 55"
,,8029772,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08901,,N,2.133639,41.35275,1.409,1.309,,,1.399,,,,1.559,,,,BP,P,dm,L-S: 06:00-22:00; D: 07:00-22:00,L-S: 06:00-22:00; D: 07:00-22:00,,2019-12-10T00:00:00.000Z,"CALLE BOTANICA, 21/23"
,,8029773,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08901,,D,2.106333,41.361528,1.369,1.279,,,1.359,,,,1.509,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"PLAZA MAESTRO CLAVE, 10"
,,8029774,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08901,,N,2.113778,41.366111,1.209,1.125,,,,,,,1.279,,,,Q8,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA AVDA. JOSEP TARRADELLAS 76, "
,,8029775,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08907,,N,2.108722,41.354639,1.198,1.105,,,1.205,,,,1.388,,,,OILPRIX,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"TRAVESIA INDUSTRIAL, 147"
,,8029776,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08907,,N,2.106,41.358972,1.339,1.229,,,1.309,,,,1.479,,,,SHELL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"AVENIDA DE CARRILET, 269"
,,8029777,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08907,,D,2.099889,41.338639,1.399,1.299,,,1.369,,,,,,,,CEPSA,P,dm,L-D: 06:00-23:59,L-D: 06:00-23:59,,2019-12-10T00:00:00.000Z,"AUTOVIA CASTELLDEFELS KM. 4,500"
,,8029778,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08907,,D,2.102167,41.349833,1.179,1.087,,,1.117,,,,1.295,,,,EVOLUTION,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE FEMADES/ESQUINA TRAVESSIA INDUSTRIAL, 19,25"
,,8029779,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08907,,D,2.103556,41.354139,1.17,1.081,,,,,,,,,,,BONAREA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE CR. DEL MIG, 146"
,,8029780,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08907,,D,2.106639,41.35375,1.369,1.279,,,1.359,,,,1.509,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,"RAMBLA MARINA, 428"
,,8029781,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08906,,D,2.093639,41.364278,1.169,1.081,,,,,,,,,,,ESTACIO SERVEI CAN BUXERES,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE MIQUEL PEIRÓ VICTORI, CANTONADA AMETLLERS, S/N"
,,8029782,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08904,,D,2.112139,41.375667,1.299,1.189,,,1.269,,,,1.469,,,,PETROLIS COLLBLANC,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CARRETERA COLLBLANC KM. 137,141"
,,8029783,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08903,,N,2.112944,41.3585,1.24,1.109,,,,,,,,0.86,,,GALP,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"Ctra. Del Mig, 36-38 Esq.C/Miguel Romeu, 128-132"
,,8029784,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08903,,N,2.120787,41.375833,1.284,1.174,,,1.244,,,,1.454,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"Collblanc, 14-16"
,,8029785,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08902,,N,2.130306,41.361639,1.269,1.169,,,1.249,,,,,,,,PETROCAT DIRECTE,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE GRAN VIA, 12"
,,8029786,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08902,,N,2.115389,41.358861,1.379,1.279,,,1.359,,,,1.519,,,,BP,P,dm,L-S: 06:00-22:00; D: 07:00-22:00,L-S: 06:00-22:00; D: 07:00-22:00,,2019-12-10T00:00:00.000Z,"CALLE DE LA FORTUNA, 34"
,,8029787,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08902,,N,2.117833,41.361417,1.269,1.169,,,1.199,1.099,,,1.299,,,,TAMOIL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CALLE JUAN RAMON JIMENEZ, 20"
,,8029788,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08902,,D,2.130083,41.367639,1.389,1.269,,,1.349,,,,1.529,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CALLE SANTA EULALIA, 27"
,,8029789,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08908,,D,2.128778,41.350917,1.399,1.299,,,1.369,,,,1.539,,,,CEPSA,P,dm,L-S: 06:30-22:00,L-S: 06:30-22:00,,2019-12-10T00:00:00.000Z,"CALLE BOTANICA, 74"
,,8029790,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08908,,D,2.126556,41.355722,1.409,1.309,,,1.379,,,,1.549,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE CIENCIES, SN"
,,8029791,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08908,,D,2.128917,41.347611,,1.129,,,,,,,,,,,PORTUARIOS SERVICIOS,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE PABLO IGLESIAS, 65"
,,8029792,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08908,,D,2.133917,41.348361,1.239,1.149,,,,,,,,,,,ECOBENZ,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVINGUDA JOAN CARLES I, 16"
,,8029793,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08908,,D,2.124472,41.349222,,,,,,,,,,0.939,,,NATURGY,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE BOTANICA, 114"
,,8029794,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08905,,N,2.106722,41.369806,1.379,1.279,,,1.369,,,,1.521,,,,BP,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE RENCLUSA, 36"
,,8029795,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08246,,D,2.120944,41.351139,1.237,1.147,,,,,,,,,,,BALLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE MIGUEL HERNANDEZ, 116"
,,8029796,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08246,,D,2.11175,41.346472,1.219,1.129,,,,,,,,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AUTOVIA CASTELLDEFELS KM. 2,7"
,,8029797,BARCELONA,HOSPITALET DE LLOBREGAT (L'),HOSPITALET DE LLOBREGAT (L'),08246,,D,2.098556,41.354389,1.195,1.103,,,,,,,,,,,PETRO G24,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE CALLE COBALT, 190"
