X,Y,objectid,provincia,municipio,localidad,código_postal,dirección2,margen,longitud,latitud,precio_gasolina_95,precio_gasóleo_a,precio_gasóleo_b,precio_bioetanol,precio_nuevo_gasóleo_a,precio_biodiesel,f__éster_metílico,f__bioalcohol,precio_gasolina_98,precio_gas_natural_comprimido,precio_gas_natural_licuado,precio_gases_licuados_del_petr,rótulo,tipo_venta,rem_,horario,horario00,z,fecha,dirección
,,8035553,PONTEVEDRA,CANGAS,CANGAS,36940,,N,-8.785944,42.259083,1.339,1.269,,,1.339,,,,1.469,,,,SHELL,P,dm,L-D: 07:00-23:59,L-D: 07:00-23:59,,2019-12-10T00:00:00.000Z,"AVDA.DE BUEU, 1"
,,8035554,PONTEVEDRA,CAÑIZA (A),CAÑIZA (A),36880,,I,-8.268056,42.215667,1.309,1.219,0.949,,1.269,,,,,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CARRETERA CR N 120 KM. 613,70"
,,8035555,PONTEVEDRA,CAÑIZA (A),CAÑIZA (A),36880,,D,-8.267611,42.207083,1.339,1.269,,,1.319,,,,1.449,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CARRETERA CARRETERA CAÑIZA - CRECIENTE S/N KM. 0,50"
,,8035556,PONTEVEDRA,CAÑIZA (A),CAÑIZA (A),36880,,I,-8.268222,42.207278,1.309,1.229,,,,,,,,,,,CAMPSA,P,dm,L-D: 08:00-23:00,L-D: 08:00-23:00,,2019-12-10T00:00:00.000Z,"CL PROGRESO 86 (N-120 km 613,5)"
,,8035557,PONTEVEDRA,CAÑIZA (A),VALEIXE,36883,,N,-8.272528,42.16675,1.309,1.229,,,,,,,1.449,,,,E.S.VALEIXE,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"LUGAR MIÑOTEIRA, S/N"
,,8035558,PONTEVEDRA,CATOIRA,BAIUCA,36612,,I,-8.711667,42.670111,1.299,1.229,,,1.289,,,,1.399,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CARRETERA PO-548 KM. 7,8"
,,8035559,PONTEVEDRA,COTOBADE,CALVELO,36120,,D,-8.570861,42.4535,1.339,1.265,,,1.325,,,,1.454,,,,15909,P,dm,L-S: 07:00-23:00; D: 8:00-23:00,L-S: 07:00-23:00; D: 8:00-23:00,,2019-12-10T00:00:00.000Z,"CALLE TENORIO, 1"
,,8035560,PONTEVEDRA,COVELO,PORTOCORTIÑAS,36877,,N,-8.392167,42.203444,1.349,1.259,,,,,,,,,,,ESTACION DE SERVICIO PARAÑOS,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,LUGAR PARAÑOS (NACIONAL 120 km 632)
,,8035561,PONTEVEDRA,CUNTIS,CUNTIS,36670,,D,-8.563444,42.632167,1.299,1.269,,,1.339,,,,,,,,CAMPSA,P,OM,L-D: 07:30-23:00,L-D: 07:30-23:00,,2019-12-10T00:00:00.000Z,CL CRUCE CTRA. CIRCUNVALACION S.N.
,,8035562,PONTEVEDRA,DOZÓN,DOZON,36518,,I,-8.046056,42.566222,1.299,1.229,0.928,,1.299,,,,,,,,PETRONOR,P,OM,L-V: 07:00-22:30; S-D: 09:00-22:30,L-V: 07:00-22:30; S-D: 09:00-22:30,,2019-12-10T00:00:00.000Z,"AVENIDA DOCTOR IGLESIAS, 0"
,,8035563,PONTEVEDRA,ESTRADA (A),ESTRADA (A),36680,,D,-8.496056,42.687944,1.309,1.229,,,1.319,,,,1.451,,,,BP,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA PONTEVEDRA, 24"
,,8035564,PONTEVEDRA,ESTRADA (A),ESTRADA (A),36680,,D,-8.459111,42.698139,1.309,1.229,0.912,,1.299,,,,1.409,,,,GALP,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CTRA. N-640 (CTRA km 201,7)"
,,8035565,PONTEVEDRA,ESTRADA (A),ESTRADA (A),36680,,D,-8.490111,42.695278,1.309,1.239,0.932,,1.309,,,,1.409,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CL SAN PELAY0, 73"
,,8035566,PONTEVEDRA,ESTRADA (A),ESTRADA (A),36680,,N,-8.50075,42.702972,1.299,1.209,,,,,,,,,,,SBC,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CARRETERA PO 841 SANTIAGO LIMITE PROVINCIA A ESTRADA KM. 19,800"
,,8035567,PONTEVEDRA,ESTRADA (A),LOIMIL DO CARBALLO,36588,,D,-8.365806,42.75675,1.298,1.208,0.87,,1.278,,,,1.408,,,,LOIMIL GAS,P,dm,L-S: 07:00-22:00; D: 08:00-22:00,L-S: 07:00-22:00; D: 08:00-22:00,,2019-12-10T00:00:00.000Z,CARRETERA NACIONAL 525 KM. 316
,,8035568,PONTEVEDRA,FORCAREI,FORCAREI,36550,,I,-8.355833,42.601972,1.258,1.179,0.814,,,,,,,,,,COAFOR ,P,dm,L-V: 09:00-20:00; S: 09:00-14:00,L-V: 09:00-20:00; S: 09:00-14:00,,2019-12-10T00:00:00.000Z,"RUA REGUEIRA, 47"
,,8035569,PONTEVEDRA,FORCAREI,PORTELA,36556,,D,-8.273944,42.517833,1.309,1.239,0.894,,1.319,,,,1.409,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CR N-541, 51,5"
,,8035570,PONTEVEDRA,GONDOMAR,GONDOMAR,36380,,D,-8.760083,42.111722,1.339,1.269,,,1.349,,,,1.479,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"PLAZA SAN BIEITO, 4"
,,8035571,PONTEVEDRA,GONDOMAR,MAÑOFRE-FONTAN,36380,,I,-8.770972,42.112,1.339,1.269,,,1.349,,,,1.479,,,,REPSOL,P,OM,L: 07:00-23:00,L: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CARRER PKM 23,400, 7"
,,8035572,PONTEVEDRA,GROVE (O),GROVE (O),36980,,I,-8.862167,42.472194,1.349,1.259,,,1.319,,,,1.449,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CR PO-316 ,P.K. 3,3"
,,8035573,PONTEVEDRA,GUARDA (A),GUARDA (A),36780,,I,-8.879639,41.917194,1.319,1.229,,,1.299,,,,1.495,,,,PETRONOR,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,CR PO-552 P.K. 44
,,8035574,PONTEVEDRA,GUARDA (A),SALCIDOS,36789,,I,-8.852611,41.910778,1.319,1.229,,,1.299,,,,1.495,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CL SAN ROQUE, 33"
,,8035575,PONTEVEDRA,GUARDA (A),PINTAN,36789,,D,-8.850583,41.918083,1.259,1.167,,,,,,,,,,,BARATOIL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"ROTONDA PINTAN, S/N"
,,8035576,PONTEVEDRA,LALÍN,LALIN,36500,,N,-8.103694,42.668889,1.289,1.209,,,1.239,,,,1.459,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE ARENAL S/N (C.C. EROSKI), SN"
,,8035577,PONTEVEDRA,LALÍN,LALIN,36500,,N,-8.168417,42.682806,1.299,1.219,,,1.279,,,,1.464,,,,GALP,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CARRETERA N-525 KM. 296,200"
,,8035578,PONTEVEDRA,LALÍN,LALIN,36500,,N,-8.121583,42.664806,1.339,1.259,,,1.329,,,,1.463,,,,REPSOL,P,dm,L: 09:00-23:00,L: 09:00-23:00,,2019-12-10T00:00:00.000Z,"CALLE RUA DO RIO, S/N, S/N"
,,8035579,PONTEVEDRA,LALÍN,LALIN,36500,,D,-8.111722,42.655056,1.339,1.259,0.864,,1.329,,,,1.463,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"AVENIDA BUENOS AIRES, 0"
,,8035580,PONTEVEDRA,LALÍN,LALIN,36500,,I,-8.12125,42.665333,1.339,1.259,0.864,,1.329,,,,1.463,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE CORREDOIRA, 33"
,,8035581,PONTEVEDRA,LALÍN,LALIN,36500,,N,-8.159111,42.675417,1.328,1.248,,,1.299,,,,1.459,,,,STAROIL,P,dm,L-V: 07:00-23:00; S: 09:00-19:00,L-V: 07:00-23:00; S: 09:00-19:00,,2019-12-10T00:00:00.000Z,"POLIGONO POL. IND. LALIN 2000, S/N"
,,8035582,PONTEVEDRA,LALÍN,GRESANDE,36519,,D,-8.186694,42.645556,,1.159,0.78,,,,,,,,,,"CAMPODEZA, S.C.G.",P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"LUGAR GRESANDE-GRESANDE, S/N"
,,8035583,PONTEVEDRA,LALÍN,VILATUXE,36519,,D,-8.187722,42.615444,1.339,1.259,0.889,,1.329,,,,1.459,,,,CEPSA,P,dm,L: 7:30-23:00,L: 7:30-23:00,,2019-12-10T00:00:00.000Z,"CARRETERA  PO -200 km 9,950"
,,8035584,PONTEVEDRA,LALÍN,CERCIO,36596,,N,-8.123889,42.755083,,1.159,0.819,,,,,,,,,,COBIDEZA,P,dm,L-V: 09:30-14:00 y 16:00-19:00; S: 09:30-14:00,L-V: 09:30-14:00 y 16:00-19:00; S: 09:30-14:00,,2019-12-10T00:00:00.000Z,"LUGAR SANTA BAIA-CERCIO, S/N"
,,8035585,PONTEVEDRA,MARÍN,MARIN,36900,,D,-8.694,42.393361,1.339,1.269,,,,,,,1.459,,,,REPSOL,P,dm,L: 07:30-22:30,L: 07:30-22:30,,2019-12-10T00:00:00.000Z,"CL CALVO SOTELO, 84"
,,8035586,PONTEVEDRA,MARÍN,MARIN,36900,,D,-8.693944,42.393306,1.339,1.269,,,1.339,,,,,,,,REPSOL,P,OM,L-S: 07:30-22:30; D: 08:30-14:30,L-S: 07:30-22:30; D: 08:30-14:30,,2019-12-10T00:00:00.000Z,"CALLE O FORTE, 27"
,,8035587,PONTEVEDRA,MARÍN,SEIXO,36913,,I,-8.727583,42.37375,1.339,1.269,,,1.339,,,,1.479,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,"AVENIDA DOCTOR OTERO ULLOA, 1"
,,8035588,PONTEVEDRA,MEAÑO,PAZO (O),36968,,I,-8.790389,42.471,1.299,1.219,,,1.29,,,,,,,,CS,P,dm,L-V: 07:00-22:00; S: 07:30-22:00; D: 09:00-22:00,L-V: 07:00-22:00; S: 07:30-22:00; D: 09:00-22:00,,2019-12-10T00:00:00.000Z,"POLIGONO INDUSTRIAL A PEDREIRA, Nº 22 (9305 COIRON-RIBADUMIA-LEIRO)"
,,8035589,PONTEVEDRA,MOAÑA,MOAÑA,36950,,D,-8.742806,42.288833,1.299,1.219,,,,,,,,,,,GASOLEOS,P,dm,L: 07:00-23:00,L: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CARRETERA PO-313 MARIN-MOAÑA KM. 14,918"
,,8035590,PONTEVEDRA,MOAÑA,MOAÑA,36950,,D,-8.743,42.289,1.329,1.249,0.89,,,,,,1.45,,,,SANCHILAN,P,dm,L: 07:00-23:00,L: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CARRETERA PO-313 KM. 14,911"
,,8035591,PONTEVEDRA,MOAÑA,MOAÑA,36950,,D,-8.73625,42.278639,,1.259,,,,,,,,,,,REPSOL,P,OM,L: 07:30-22:30,L: 07:30-22:30,,2019-12-10T00:00:00.000Z,"CALLE CONCEPCION ARENAL, 214"
,,8035592,PONTEVEDRA,MOAÑA,DOMAIO,36957,,D,-8.670194,42.2915,1.339,1.269,,,1.339,,,,1.463,,,,REPSOL ,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"LUGAR CARRETERA PO-551, 7"
,,8035593,PONTEVEDRA,MOAÑA,DOMAIO,36957,,I,-8.670111,42.29125,1.339,1.269,,,1.339,,,,1.463,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE CARRETERA PO-551, 7"
,,8035594,PONTEVEDRA,MONDARIZ-BALNEARIO,MONDARIZ-BALNEARIO,36890,,D,-8.473917,42.223889,1.329,1.259,,,1.339,,,,1.469,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CALLE CONSTITUCION, S/N"
,,8035595,PONTEVEDRA,MORAÑA,SANTA LUCIA DE MORAÑA,36660,,N,-8.588,42.590972,1.319,1.225,,,1.319,,,,,,,,REPSOL,P,dm,L-V: 07:30-23:00; S-D: 08:30-23:00,L-V: 07:30-23:00; S-D: 08:30-23:00,,2019-12-10T00:00:00.000Z,"CALLE RUA UNO, 41"
,,8035596,PONTEVEDRA,MOS,POMBAL,36415,,I,-8.595361,42.236639,1.349,1.269,,,1.329,,,,1.489,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,CARRETERA REDONDELA-PORRIÑO N-550 KM. 148
,,8035597,PONTEVEDRA,MOS,POMBAL,36415,,D,-8.595722,42.236611,1.349,1.269,,,1.329,,,,1.489,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,CARRETERA REDONDELA - PORRIÑO N-550 KM. 148
,,8035598,PONTEVEDRA,MOS,PARDELLAS,36311,,D,-8.665083,42.156917,1.319,1.249,,,,,,,1.449,,,,"E.S.TUY,S,L.(ANELI) SAN COSME-MOS",P,dm,L-V: 07:00-22:30; S-D: 07:30-22:30,L-V: 07:00-22:30; S-D: 07:30-22:30,,2019-12-10T00:00:00.000Z,"ESTRADA PORRIÑO-GOMDOMAR,200, "
,,8035599,PONTEVEDRA,MOS,VEIGADAÑA,36416,,D,-8.625028,42.189944,1.289,1.219,,,,,,,,,,,PEINADOR,P,dm,L-D: 06:00-23:30,L-D: 06:00-23:30,,2019-12-10T00:00:00.000Z,"POLIGONO RUA ANEL DO PERRAL, 21"
,,8035600,PONTEVEDRA,MOS,MOS,36418,,N,-8.625944,42.167972,1.339,1.269,,,,,,,,,,,FEGOBLAN SL-VALCARCE,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"BARRIO SANGUIÑEDA, 139"
,,8035601,PONTEVEDRA,MOS,MOS,36418,,D,-8.611028,42.185861,1.329,1.259,,,,,,,1.444,,,,EL SOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"ESTRADA ESTRADA PORRIÑO- REDONDELA, 76"
,,8035602,PONTEVEDRA,MOS,TAMEIGA (SAN MARTIÑO),36416,,D,-8.651722,42.193444,1.329,1.259,,,1.319,,,,1.444,,,,EXGA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,AUTOVIA A-55 KM. 10
,,8035603,PONTEVEDRA,MOS,TAMEIGA (SAN MARTIÑO),36416,,I,-8.651694,42.193861,1.329,1.259,,,1.319,,,,1.444,,,,EXGA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,AUTOVIA A-55 KM. 10
,,8035604,PONTEVEDRA,MOS,TAMEIGA (SAN MARTIÑO),36416,,D,-8.650583,42.211917,1.339,1.269,,,1.319,,,,1.459,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"AVENIDA PEINADOR, 49"
,,8035605,PONTEVEDRA,NEVES (AS),NEVES (AS),36440,,D,-8.422778,42.092083,1.299,1.229,,,1.309,,,,1.439,,,,PETRONOR,P,OM,L-D: 07:00-22:00,L-D: 07:00-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA PO 400 KM 5.2 KM. 5,2"
,,8035606,PONTEVEDRA,NIGRÁN,ABETOS,36391,,D,-8.794611,42.134306,1.329,1.259,,,1.329,,,,1.46,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"RUA DAS PONTES, S/N"
,,8035607,PONTEVEDRA,NIGRÁN,PRIEGUE,36391,,I,-8.801444,42.162306,1.349,1.269,,,1.349,,,,1.489,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CR PO-552 ,P.K. 7,400"
,,8035608,PONTEVEDRA,PAZOS DE BORBÉN,PAZOS,36841,,I,-8.551944,42.293556,1.359,1.279,0.969,,1.329,,,,,,,,A CHAN DE AMOEDO,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,CARRETERA REDONDELA - PAZOS KM. 5
,,8035609,PONTEVEDRA,POIO,POIO,36994,,I,-8.673583,42.436472,1.339,1.259,,,1.339,,,,1.469,,,,REPSOL,P,dm,L-D: 06:30-00:00,L-D: 06:30-00:00,,2019-12-10T00:00:00.000Z,"AVENIDA ENCOIRADOS, S/N"
,,8035610,PONTEVEDRA,POIO,RAXO,36992,,N,-8.744917,42.409667,1.349,1.269,,,1.349,,,,1.489,,,,CEPSA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CARRETERA ILLA DA TOXA, KM 10,8 KM. 10,8"
,,8035611,PONTEVEDRA,PONTE CALDELAS,PONTECALDELAS,36820,,I,-8.491861,42.387444,1.319,1.239,,,1.299,,,,1.439,,,,REPSOL,P,OM,L: 7:00-23:00,L: 7:00-23:00,,2019-12-10T00:00:00.000Z,PAZOS S/N (NACIONAL 255 km 1)
,,8035612,PONTEVEDRA,PONTE CALDELAS,TOURON,36828,,D,-8.583556,42.404333,1.269,1.179,,,,,,,,,,,JLLOWCOST,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"POLIGONO O CAMPIÑO, 6"
,,8035613,PONTEVEDRA,PONTEAREAS,PONTEAREAS,36860,,I,-8.496028,42.175472,1.329,1.259,,,1.339,,,,1.469,,,,REPSOL,P,OM,L-D: 07:00-00:00,L-D: 07:00-00:00,,2019-12-10T00:00:00.000Z,"CR N-120   (LUGAR LAMAZANES), 643,5"
,,8035614,PONTEVEDRA,PONTEAREAS,PONTEAREAS,36860,,D,-8.500111,42.170389,1.328,1.248,,,1.278,,,,,,,,CARBUNOR,P,dm,L-D: 06:30-23:00,L-D: 06:30-23:00,,2019-12-10T00:00:00.000Z,CARRETERA REDONDELA KM. 1
,,8035615,PONTEVEDRA,PONTEAREAS,PONTEAREAS,36860,,D,-8.495694,42.176389,1.329,1.259,,,1.339,,,,1.469,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CR N-120, 643,5"
,,8035616,PONTEVEDRA,PONTEAREAS,PONTEAREAS,36860,,I,-8.476417,42.145444,1.329,1.259,,,1.319,,,,1.444,,,,CEPSA,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-12-10T00:00:00.000Z,AUTOVIA A52 km 292
,,8035617,PONTEVEDRA,PONTEAREAS,PONTEAREAS,36860,,D,-8.508389,42.177917,1.319,1.235,,,,,,,,,,,LPB,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,CARRETERA N-120 KM. 1
,,8035618,PONTEVEDRA,PONTECESURES,PONTECESURES,36640,,I,-8.652861,42.72575,1.339,1.269,,,1.349,,,,1.469,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,JOSE NOVO S/N (NACIONAL 550 km 89)
,,8035619,PONTEVEDRA,PONTECESURES,PONTECESURES,36640,,D,-8.651139,42.712417,1.319,1.219,,,1.289,,,,1.429,,,,A PALMEIRA,P,dm,L: 06:00-00:00,L: 06:00-00:00,,2019-12-10T00:00:00.000Z,"RUA REDONDO, 56"
,,8035620,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36157,,I,-8.653237,42.464042,1.328,1.248,,,1.318,,,,1.448,,,,CAMPAÑO,P,dm,L-S: 07:00-23:00; D: 08:00-23:00,L-S: 07:00-23:00; D: 08:00-23:00,,2019-12-10T00:00:00.000Z,"C-531 PONTEVEDRA-VILLAGARCÍA km 3,5"
,,8035621,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36157,,D,-8.652709,42.463903,1.328,1.248,,,1.318,,,,1.448,,,,CAMPAÑO,P,dm,L-S: 07:00-23:00; D: 08:00-23:00,L-S: 07:00-23:00; D: 08:00-23:00,,2019-12-10T00:00:00.000Z,"C-531 PONTEVEDRA-VILLAGARCÍA km 3,5"
,,8035622,PONTEVEDRA,PONTEVEDRA,PINO BORA,36154,,D,-8.600306,42.422333,1.309,1.269,,,1.349,,,,1.449,,,,REPSOL,P,OM,L-V: 07:00-23:00; S: 07:30-23:00; D: 08:00-23:00,L-V: 07:00-23:00; S: 07:30-23:00; D: 08:00-23:00,,2019-12-10T00:00:00.000Z,CARRETERA LA HERMIDA -MARCON KM. 3
,,8035623,PONTEVEDRA,PONTEVEDRA,SALCEDO (SAN MARTIÑO),36143,,D,-8.636444,42.398583,1.339,1.269,,,1.339,,,,1.459,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CR N-550, 126,4"
,,8035624,PONTEVEDRA,PONTEVEDRA,SALCEDO (SAN MARTIÑO),36143,,N,-8.644889,42.417167,1.319,1.249,,,1.279,,,,1.439,,,,CARREFOUR,P,dm,L-S: 06:30-22:30,L-S: 06:30-22:30,,2019-12-10T00:00:00.000Z,"RUA SAN BLAS, "
,,8035625,PONTEVEDRA,PONTEVEDRA,SALCEDO (SAN MARTIÑO),36143,,I,-8.636361,42.398417,1.339,1.269,,,1.339,,,,1.459,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CR N-550, 126,4"
,,8035626,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36001,,I,-8.659778,42.421333,1.329,1.249,,,1.329,,,,1.449,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"RUA ROSALIA DE CASTRO, 125"
,,8035627,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36001,,N,-8.627417,42.453194,1.299,1.229,,,1.309,,,,1.429,,,,ERE AREA DE SERVICIO,P,dm,L-D: 07:00-00:00,L-D: 07:00-00:00,,2019-12-10T00:00:00.000Z,"LUGAR O ARCO, 39"
,,8035628,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36005,,D,-8.643972,42.436444,1.349,1.249,,,1.329,,,,1.479,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"AVENIDA DOMINGO FONTAN, S/N"
,,8035629,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36004,,I,-8.625194,42.430444,1.329,1.259,,,1.319,,,,1.444,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA LUGO, 46"
,,8035630,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36153,,I,-8.678694,42.407,1.319,1.239,,,1.319,,,,1.439,,,,HAFESA OIL AREA AS MARISMAS,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"LIÑARES, 5 - LOURIZAN (C-550 km 4,3)"
,,8035631,PONTEVEDRA,PONTEVEDRA,PONTEVEDRA,36162,,D,-8.626639,42.444,1.334,1.259,,,1.319,,,,1.449,,,,CEPSA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"URBANIZACIÓN MONTEPORREIRO PARCELA CC-2 C/ITALIA CON C/ FRANCIA, S/N"
,,8035632,PONTEVEDRA,PONTEVEDRA,MOURENTE,36164,,D,-8.602528,42.443694,1.299,1.259,,,1.339,,,,1.439,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CARRETERA N-541 KM. 89,2"
,,8035633,PONTEVEDRA,PONTEVEDRA,ERMIDA (A),36152,,I,-8.641306,42.488667,1.339,1.269,,,1.339,,,,1.463,,,,CAMPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CALLE HERMIDA N-550 KM 111,9, 2"
,,8035634,PONTEVEDRA,PORRIÑO (O),PORRIÑO (O),36400,,I,-8.587833,42.170444,1.339,1.269,0.954,,1.329,,,,1.469,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,CARRETERA NACIONAL 120 KM. 651
,,8035635,PONTEVEDRA,PORRIÑO (O),PORRIÑO (O),36400,,D,-8.617694,42.118167,1.338,1.258,,,1.298,,,,,,,,STAROIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"POLIGONO POL. IND. A GRANXA, SUR PPI 6, SECTOR 2, PARCELAS 14, 15 Y 16, 2"
,,8035636,PONTEVEDRA,PORRIÑO (O),PORRIÑO (O),36470,,I,-8.620389,42.108778,1.339,1.269,,,1.329,,,,1.469,,,,REPSOL,P,dm,L-V: 06:00-23:00; S: 07:00-23:00; D: 08:00-23:00,L-V: 06:00-23:00; S: 07:00-23:00; D: 08:00-23:00,,2019-12-10T00:00:00.000Z,PG INDUSTRIAL A GRANXA SN
,,8035637,PONTEVEDRA,PORRIÑO (O),ATIOS,36418,,D,-8.622528,42.147389,1.339,1.269,,,1.339,,,,1.463,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,CARRETERA ATIOS KM. 555
,,8035638,PONTEVEDRA,PORRIÑO (O),ATIOS,36418,,I,-8.615,42.126889,1.329,1.269,,,1.319,,,,1.469,,,,REPSOL,P,dm,L-V: 06:00-23:00; S: 07:00-23:00; D: 08:00-23:00,L-V: 06:00-23:00; S: 07:00-23:00; D: 08:00-23:00,,2019-12-10T00:00:00.000Z,"CARRETERA PO-510 KM. 1,2"
,,8035639,PONTEVEDRA,PORTAS,SALNES,36658,,D,-8.671833,42.5625,1.319,1.239,,,1.299,,,,1.439,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,AUTOPISTA A-9 KM. 114
,,8035640,PONTEVEDRA,PORTAS,SALNES,36658,,D,-8.67225,42.562583,1.319,1.239,,,1.299,,,,,,,,GALP,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,AUTOPISTA A-9 KM. 114
,,8035641,PONTEVEDRA,REDONDELA,REDONDELA,36800,,I,-8.607722,42.290361,1.349,1.279,,,1.329,,,,1.489,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA SANTA MARINA, 98"
